# Citizen Ledger — K-12 schools — COMPLETE LAYER EXPORT
# Source dataset: California Department of Education — SACS unaudited actuals, Current Expense of Education, and LCFF summary data
# Accounting basis: Unaudited actual expenditures as filed under the state's Standardized Account Code Structure (SACS); Current Expense of Education
# Gate tier: GATED TO THE CENT for school districts, against the Department of Education's published Current Expense of Education. County offices and charter schools are RECORDS ONLY — the Department excludes them from its per-pupil statistic and so does the Ledger
# Units: dollars; ADA in average daily attendance
# Measured as: UNAUDITED ACTUAL EXPENDITURES AS FILED UNDER THE STATE'S STANDARDIZED ACCOUNT CODE STRUCTURE (SACS) · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE CENT FOR SCHOOL DISTRICTS, AGAINST THE DEPARTMENT OF EDUCATION'S PUBLISHED CURRENT EXPENSE OF EDUCATION
# Data generated: 2026-07-25
# Exported: 2026-07-31
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# record_type distinguishes district / county-office / charter. Only district rows enter any per-pupil comparison; do not compute one across record types.
# revenue_tier states the tier of that row's revenue figures, which is NOT the same tier as the expenditure figures beside them.
# Function columns: exp_instruction_usd = Instruction; exp_instrRelated_usd = Instruction-related services; exp_pupilServices_usd = Pupil services; exp_ancillary_usd = Ancillary services; exp_community_usd = Community services; exp_enterprise_usd = Enterprise; exp_genAdmin_usd = General administration; exp_plant_usd = Plant services; exp_otherOutgo_usd = Other outgo
slug,record_type,name,county,district_type,cds,nces,fiscal_year,ada,current_expense_usd,ce_published_usd,revenue_tier,rev_lcffStateAid_usd,rev_propertyTaxes_usd,rev_lcffTransfers_usd,rev_otherState_usd,rev_localOther_usd,rev_federal_usd,exp_instruction_usd,exp_instrRelated_usd,exp_pupilServices_usd,exp_ancillary_usd,exp_community_usd,exp_enterprise_usd,exp_genAdmin_usd,exp_plant_usd,exp_otherOutgo_usd
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2017-18,2333.43,24612552.73,24612552.73,as-filed,6166684.38,13520261.19,,2017268.21,8336629.61,936591.93,16265006.68,2905879.97,1916587.4,219645.86,,,1576354.37,1729078.45,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2018-19,2328.43,23959088.42,23959088.42,as-filed,5567847.51,14672764.25,,4650849.43,5274773.71,915514.59,15733369.97,3080045.47,1802217,249190.6,,,1563942.59,1530322.79,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2019-20,2348.52,23297979.18,23297979.18,as-filed,6669038,15552364.25,-1360607,2073695.91,6566652.54,816989.07,15221970.65,2851822.69,1657738.67,233992.52,,,1554493.06,1777961.59,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2020-21,2352.45,23102777.2,23102777.2,as-filed,6450344.02,15130144.42,-1396618,13331397.18,5921204.04,1618922.75,15078036.77,2902870.03,1451169.35,158598.08,,,1727341.66,1784761.31,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2021-22,2038.96,25672454.51,25672454.51,as-filed,8551363.71,16113474.58,-2339183,3144492.16,7103189.04,2573252.91,15272906.59,3799442.32,2102584.66,205827.73,,,1951564.36,2340128.85,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2022-23,1988.66,29940957.99,29940957.99,as-filed,8698820.72,17713261.29,-2675309,5724256.49,6460418.33,2821553.1,17999803.45,3758292.44,2809940.58,266777.79,,,2430334.73,2675809,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2023-24,1978.14,32277673.58,32277673.58,as-filed,9261179,19122988.71,-3464953,3450927.03,9158294.59,1281915.13,19035917.18,4192066.43,3337813.3,270146.32,,,2595000.07,2846730.28,
scotts-valley-unified,district,Scotts Valley Unified,Santa Cruz,Unified,4475432,0600043,2024-25,1999.24,33155012.2,33155012.2,as-filed,7563567.78,19512551.22,-3205074,3689614.76,11119366.74,937733.01,20628138.59,3790008.25,3106546.39,377466.01,,,2463657.27,2789195.69,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2016-17,503.77,6369812.55,6369812.55,as-filed,2487410,5147716.5,-316970,832551.41,3323624.64,566527.55,4322269.82,502023.26,425281.23,,5358.64,,527708.31,587171.29,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2017-18,474.09,6661187.96,6661187.96,as-filed,1909900,5353445.05,-455789,644757.62,3390834.94,541438.25,4351783.52,625840.46,448994.93,,1046.12,,564608.37,668914.56,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2018-19,438.25,6877151.21,6877151.21,as-filed,2770928,5728883.8,-575866,933168.98,3431890.45,502698.22,4298162.66,701534.15,556774.6,,,,599646.65,721033.15,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2019-20,430.99,6750011.85,6750011.85,as-filed,2711989,5828202.61,-524604,595208.83,3279939.49,463267.2,4172687.47,670892.77,618280.15,4892.49,,,668395.46,614863.51,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2020-21,430.99,6934082.05,6934082.05,as-filed,2802664,5961752.77,-506595,1338368.1,3297553.27,1166016.08,4313911.75,753368.01,568638.46,4894.8,,,665951.56,627317.47,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2021-22,400.97,7757756.37,7757756.37,as-filed,2127081,6506313.84,-574161,1202748.43,4432796.51,952502.23,4508901.53,881915.19,801862.73,10365.91,,,796083.88,758627.13,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2022-23,400.38,8924525.63,8924525.63,as-filed,2107655,6771004.36,-362439.5,2951340.05,4099865.46,1149625.32,5483295.61,902482.22,926051.06,11888.27,,,846455.12,754353.35,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2023-24,417.72,9159013.75,9159013.75,as-filed,2124022,7147965.5,17527,1539112.94,4534136.77,788928.13,5767119.46,876466.08,826230.9,13393.79,,,848337.61,827465.91,
sebastopol-union-elementary,district,Sebastopol Union Elementary,Sonoma,Elementary,4970938,0636180,2024-25,448.68,10146545.77,10146545.77,as-filed,2188118,7696306.96,102104,2003294.47,6460554.92,754533.86,6193176.86,891509.34,1173852.61,9610.01,,,956610.91,921786.04,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2016-17,325.46,4204400.31,4204400.31,as-filed,3109801,323156.13,,487427.49,97467.68,536261.5,2533047.5,485308.3,192440.34,,,,574474,419130.17,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2017-18,346.99,4016935.67,4016935.67,as-filed,3172196,379715.6,,606892.54,281375.39,599310.33,2312932.3,522795.63,173288.75,,,,611430.93,396488.06,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2018-19,359.48,4867443.16,4867443.16,as-filed,3520143,395933.19,,741709.69,419777.3,644800.12,2592654.55,503082.68,359034.77,,,,768146.22,644524.94,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2019-20,370.08,5039389.57,5039389.57,as-filed,3796485,467001.31,,604386.1,449540.23,831656,2954882.29,407740.55,402898.08,,,,730581.57,543287.08,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2020-21,370.08,5504670.72,5504670.72,as-filed,3843659,453757.33,,852188.89,361475.39,1312054.83,3201319.21,488778.38,369360.76,,,,699987.71,737918.23,7306.43
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2021-22,337.54,7097262.73,7097262.73,as-filed,4285736,459335.38,,1437874.58,393728.3,1783653.82,4222004.47,673553.49,534192.48,,,,761829.25,905683.04,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2022-23,321.5,7479922.78,7479922.78,as-filed,4806018.07,495807.96,,2830751.93,523481.41,1290505.95,4382629.59,755773.14,675853.09,,,,853425.79,812241.17,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2023-24,307.44,7540417.14,7540417.14,as-filed,4961290,538031.27,,3407875.64,674557.63,1326422.43,4659504.8,678130.13,718707.56,,,,767401.46,716673.19,
seeley-union-elementary,district,Seeley Union Elementary,Imperial,Elementary,1363222,0636210,2024-25,300.99,8033825.23,8033825.23,as-filed,4636950,552773.09,,1682210.29,1108379.8,1387483.02,4561752.37,653945.51,737351.43,,,,941375.45,1139400.47,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2016-17,17.81,447673.74,447673.74,as-filed,277849.02,89800.64,,19274.82,49241.09,41448.75,240335,70372.13,54050.49,,,,49288.63,33627.49,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2017-18,16.65,348482.21,348482.21,as-filed,197847,98425.2,,-17230.13,63882.76,33699.71,147773.75,75280.88,40470.24,,,,51890.9,33066.44,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2018-19,11.02,325064.52,325064.52,as-filed,197103,97173.62,,27207.4,44707.74,23945.57,166821.97,76842.37,7651.51,,,,41931.7,31816.97,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2019-20,8.72,305688.65,305688.65,as-filed,195026,95833.74,,9450.75,46196.03,58264.89,130534.88,81048.74,8539.93,,,,49744.85,35820.25,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2020-21,8.72,315495.43,315495.43,as-filed,207939,99091.54,,26179.63,40812.4,49958.13,140737.56,76193.46,2796.72,,,,59529.48,36238.21,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2021-22,10.05,344328.19,344328.19,as-filed,193107,101034.63,,97919.6,51431.04,50668.53,151862.29,75539.97,13602.94,,,,68532.31,34790.68,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2022-23,14.04,472706.71,472706.71,as-filed,224340,103731.49,,662220.16,57502.08,53280.59,254080.83,81503.01,12748.2,,,,82507.1,41867.57,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2023-24,11.31,664791.78,664791.78,as-filed,218197,104555.17,,98798.83,70831.39,35182.11,396630.73,92616.59,14380.27,,,,108558.3,52605.89,
seiad-elementary,district,Seiad Elementary,Siskiyou,Elementary,4770458,0636240,2024-25,17.45,564701.88,564701.88,as-filed,229195,104950.71,,138835.2,99927.15,54187.45,297163.37,116822.41,10035.52,,,,94551.22,46129.36,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2016-17,6154.01,75651729.12,75651729.12,as-filed,57160703,5329057.04,,8649291.96,5974711.47,9285978.08,48841846.1,8885100.76,5359885.49,658849.64,,,4174034.57,7732012.56,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2017-18,6139.53,76327679.15,76327679.15,as-filed,57440084,6071065.69,,8030691.16,6169853.83,9892030.3,49879284.27,8765992.72,5354401.34,688793.27,,,3941604.9,7697602.65,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2018-19,6099.85,83968563.15,83968563.15,as-filed,62159221.82,6486241.69,,10867418.28,6786208.72,10028756.99,52933250.42,10552591.15,6720207.26,824155.33,,,4640579.89,8297779.1,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2019-20,5966.42,80268286.24,80268286.24,as-filed,64278856,6364980.94,,7776610.89,7754075.84,9392647.93,49873766.6,9633330.04,6397216.3,726653.71,,,5881076.24,7635538.9,120704.45
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2020-21,5966.42,86864958.58,86864958.58,as-filed,55476497,7073601.2,,9894672.97,10389948.73,20557077.35,58001458.28,8930243.23,7297567.51,666512.67,,,4673886.35,7254054.74,41235.8
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2021-22,5354.8,93136047.56,93136047.56,as-filed,76077969,6954503.81,,14362004.33,6811755.69,22031306.98,55337601.87,9838983.76,7794922.61,895459.7,,,10754111.03,8514968.59,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2022-23,5537.34,110885934.95,110885934.95,as-filed,78848440,7562461.01,,33380666.58,10260074.31,18441640.58,68996852.47,10507170.33,11484394.3,1178218.32,,,7988336.14,10730963.39,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2023-24,5591.9,125442706.52,125442706.52,as-filed,84669301,8329774.09,,27983821.13,14269361.69,26929261.37,79106963.84,11453272.55,14349420.4,1294756.55,,,6834835.27,12403457.91,
selma-unified,district,Selma Unified,Fresno,Unified,1062430,0636270,2024-25,5480.56,120521989.54,120521989.54,as-filed,83436786,8651969.44,,27904009.04,11401324.83,11603578.54,72553083.78,11820441.25,14067919.39,2004223.31,,,7620770.61,12455551.2,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2016-17,214.04,2501381.21,2501381.21,as-filed,1906992.42,557139.24,,381978.3,255183.31,225683.02,1304374.18,285958.11,256765.11,,,,309342.63,344941.18,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2017-18,200.91,2611265.65,2611265.65,as-filed,1640237.44,644234.8,,160908.33,163274.86,142203.22,1400807.06,277222.03,283442.29,200,,,308557.56,341036.71,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2018-19,205,2334753.34,2334753.34,as-filed,1778075.85,660838.95,,110183.43,241012.9,221115.69,1221403.95,264683.01,273392.94,,,,284706.99,290566.45,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2019-20,177.33,2512216.94,2512216.94,as-filed,1708962.72,752666.85,,169119.2,210884.54,310378.74,1350338.15,242024.1,234396.57,,,,378088.9,307369.22,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2020-21,177.33,2636719.5,2636719.5,as-filed,1419444.9,808508.33,,232976.98,167969.59,497453.1,1319306.19,234390.98,216349.13,,,,445718.62,420954.58,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2021-22,159.59,3179370.62,3179370.62,as-filed,1519715.6,875534.73,,471842.48,370930.8,372830.4,1786386.38,274855.12,242408.62,,,,414831.01,460889.49,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2022-23,145.16,4099101.53,4099101.53,as-filed,2265398.94,914061.79,,950492.47,274638.79,439597.09,2437003.99,363650.46,333141.61,,,,440271.58,525033.89,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2023-24,138.48,4450870.72,4450870.72,as-filed,1645454.62,934933.17,,546177.42,179696.63,707602.17,2959457.78,308766.87,256315.82,,,,390853.34,535476.91,
semitropic-elementary,district,Semitropic Elementary,Kern,Elementary,1563768,0636330,2024-25,134.39,4084975.84,4084975.84,as-filed,1279224.01,1040257.16,,146143.14,215754.14,307793.46,2385078.52,448366.73,280601.97,,,,497348.85,473579.77,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2016-17,312.17,3045888.83,3045888.83,as-filed,2310782,485103.19,,400441.61,78191.15,166019.74,1918841.37,193893.54,175084.7,,,,340136.59,417932.63,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2017-18,321.07,3274499.42,3274499.42,as-filed,2326785,517142.83,,289895.89,114835.26,133750.21,2104182.66,182477.03,190987.31,,,,360893.6,435958.82,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2018-19,337.47,3379329.97,3379329.97,as-filed,2600564,530578.77,,444821.43,163991.9,119716.21,2172974.87,237410.17,181264.91,,,,323436.11,464243.91,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2019-20,348.83,3473242.7,3473242.7,as-filed,2816926,544423.62,,294719.33,229883.21,373308.23,2241910.37,230155.64,104852.75,,,,408705.72,487618.22,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2020-21,344.46,3948947.17,3948947.17,as-filed,2691754.98,574495.43,,1821167.86,47634.03,424192.13,2451490.65,283141.77,283688.94,,,,432559.49,498066.32,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2021-22,33.25,878411.31,878411.31,as-filed,3150796.08,605437.11,0,542712.66,20671.01,586621.38,574752.84,35937.57,25972.43,1373.5,,,129097.53,111277.44,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2022-23,36.35,852770.96,852770.96,as-filed,3380753.6,632712.25,0,2309413.98,251904.27,654458.45,380875.56,32326.64,28067.97,4185.48,,,132274.26,275041.05,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2023-24,30.79,778037.04,778037.04,as-filed,3641008,688379.24,0,4305712.47,285181.22,538375.55,433443.62,43453.41,30330.69,11449.49,,,139032.58,120327.25,
sequoia-union-elementary,district,Sequoia Union Elementary,Tulare,Elementary,5472116,0636360,2024-25,33,753280.11,753280.11,as-filed,3737587,723105.72,0,3245256.68,323824.72,513374.29,385890.74,54775.56,47100.58,6796.92,,,143115.47,115600.84,
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2016-17,8145.13,135683696.95,135683696.95,as-filed,5871682,122209128.74,-2316363.31,8575502.01,59909527.96,5204085.31,77895852.63,17178578.99,16350441.04,1628252.71,,,8856855.33,13489407.67,284308.58
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2017-18,8205.71,143976166.85,143976166.85,as-filed,5970198,132610347.05,-4254032.24,9410479.86,63125118.09,4826150.94,81965720.57,18957432.62,16824895.91,1657389.02,,,10211072.06,13896976.69,462679.98
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2018-19,8336.71,161718393.86,161718393.86,as-filed,6209782,142719786.14,-5548681.48,25333971.98,61006753.58,4647748.35,93635620.22,21584300.36,18962345.19,1785984.65,,,10739380.54,14702504.58,308258.32
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2019-20,8378.73,171759806.17,171759806.17,as-filed,6302226,153674233.74,-5244874.35,17568183.94,62460487.73,4464626.33,99098455.17,22381955.92,21460233.01,1822102.03,,,11457186.86,15212853.51,327019.67
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2020-21,8378.73,179414368.19,179414368.19,as-filed,6257065,159622488.02,-6611453.3,37997851.59,59839235.63,10726993.34,102809046.25,23731751.21,21650522.27,1511972.68,,,12902991.61,16481688.14,326396.03
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2021-22,7915.53,193495112.25,193495112.25,as-filed,6526533,171919088.79,-5644911.1,26633230.89,58956495.49,10113141.91,110484703.5,24443119.87,25151882.86,1918203.3,,,13933300.05,17416297.69,147604.98
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2022-23,7810.07,210487610.73,210487610.73,as-filed,6200983,188946728.68,-4754957.91,55176473.55,65449868.31,10773420.43,116375161.12,26337335.9,29877144.74,2337765.88,,,16396920.1,18556128.02,607154.97
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2023-24,7849.59,227076417.73,227076417.73,as-filed,5793460,199404703.12,-6492339.62,28462030.43,97246530.31,9306190.63,121516147.19,28874228.9,36074228.65,3723949.41,,,16383831.84,20327602.16,176429.58
sequoia-union-high,district,Sequoia Union High,San Mateo,High School,4169062,0636390,2024-25,7811.01,244254578.15,244254578.15,as-filed,6057076,207691000.32,-5324482.85,25586845.18,97380715.04,6120080.01,129781479.26,31709896.23,38157340.47,4726539.11,,,18051422.46,21827900.62,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2016-17,170.8,1964546.01,1964546.01,as-filed,1223136.69,426190.71,,92197.07,250829.63,170731.15,1011611.65,498833.42,114438.95,10575.22,,,180946.97,148139.8,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2017-18,161.96,1836132.29,1836132.29,as-filed,1221524.2,414318.91,,377448.94,308191.71,192386.84,985560.41,372937.11,114224.52,9751.61,,,170881.07,182777.57,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2018-19,186.13,1997788.78,1997788.78,as-filed,1489956,437411.56,,211229.2,233366.38,205384.75,1079320.13,429486.57,122644.54,10417.4,,,169411.91,186508.23,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2019-20,183.8,2223063.33,2223063.33,as-filed,1519374,450370.24,,154034.32,333117.05,258524.39,1208091.18,443235.9,141478.6,11042.21,,,227017.86,192197.58,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2020-21,183.8,2389812.01,2389812.01,as-filed,1424324.53,488134.55,,254180.19,265999.05,512086.68,1305021.75,434329.01,141945.91,1935.94,,,293019.56,213559.84,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2021-22,175.85,2832980.44,2832980.44,as-filed,1581059,467430.46,,329942.37,257643.34,703425.23,1543865.51,557651.75,145807.42,12576.51,,,267535.16,305544.09,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2022-23,195.8,2985466.58,2985466.58,as-filed,1885522,508790.61,,1097339.02,351862.2,685462.13,1637135.24,598740.68,162127.41,14199.78,,,242696.49,330566.98,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2023-24,233.56,3376378.26,3376378.26,as-filed,2453342,556295.78,,1422822.06,318850.3,357871.75,1914443.1,580802.84,170319.2,15512.93,,,307132.74,388167.45,
shaffer-union-elementary,district,Shaffer Union Elementary,Lassen,Elementary,1864188,0636420,2024-25,224.12,3583819.45,3583819.45,as-filed,2471812,521706.93,,1758350.47,564886.49,264091.8,1973610.83,717213.4,183405,11291.58,,,308372.32,389926.32,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2016-17,301.23,3947499.4,3947499.4,as-filed,1704016,1829694.85,88868,464277.47,597217.93,369281.53,2345649.55,440149.69,277271.47,44295.16,50.25,,339941,500142.28,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2017-18,299.83,4013357.59,4013357.59,as-filed,1639625,1962126.2,98267,450047.82,848308.48,381528.97,2454751.36,540146.96,272003.47,44100.68,,,320945.47,381409.65,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2018-19,283.55,4479224.87,4479224.87,as-filed,1729780,2131584.44,110419,456562.61,604797.11,380119.42,2616011.62,570399.06,446298.99,41596.14,45000,,316367.19,443551.87,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2019-20,270.23,4633129.13,4633129.13,as-filed,615051,5829825.47,107083,362627.31,716294.3,502505.79,2738799.79,564530.49,444023.22,37636.5,45000,,365859.06,437280.07,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2020-21,270.23,4703908.74,4703908.74,as-filed,2222923,2343626.03,108967,718966.75,758940.92,690066.98,2575676.37,504516.35,421810.5,11487.82,45000,,648431.28,496986.42,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2021-22,248.47,5544750,5544750,as-filed,1521219,2353714.81,115149,843228.24,524566.41,950651.19,3057616.08,629889.4,534122.07,52941.48,45000,,673526.86,551654.11,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2022-23,243.86,5203448.29,5203448.29,as-filed,2151866,2581894.72,126250,1509492.51,661154.68,623253.38,2912585.25,681547.55,500630.7,51834.1,37800,,432262.21,586788.48,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2023-24,237.7,6305319.04,6305319.04,as-filed,4399704,2744027.28,134376,1142486.37,1176652.71,729137.83,3353734.41,778453.25,675288.5,317347.03,52200,,427168.03,701127.82,
shandon-joint-unified,district,Shandon Joint Unified,San Luis Obispo,Unified,4068833,0636450,2024-25,253.39,6944376.51,6944376.51,as-filed,1742962,2738385.16,120626,954654.64,1168185.84,736947.98,3639947.71,766850.98,925654.55,362382.78,,,467213.42,782327.07,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2016-17,145.77,1472549.35,1472549.35,as-filed,544912,627396.38,,268173.59,144050.41,97096.64,909986.95,189025.09,75046.41,3309.16,14948.21,,131542.53,148691,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2017-18,144.12,1373852.71,1373852.71,as-filed,536109,671648.68,,152746.81,168358.49,111480.14,880371.94,188866.97,57606.3,2438.57,524,,113669.15,130375.78,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2018-19,113.25,1500457.41,1500457.41,as-filed,584863,710993.07,,187321.59,305274.25,166385.17,917632.88,185280.65,76817.12,2373.62,484,,125164.8,192704.34,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2019-20,137.19,1470854.17,1470854.17,as-filed,814246,487291.95,,69802.33,347352.99,151520.27,894776.86,206972.11,88942.64,5193.86,484,,132536.69,141948.01,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2020-21,137.19,1552936.47,1552936.47,as-filed,697043,583230.27,,207566.24,314257.76,274090.03,986008.6,201674.67,98120.22,764.26,,,123946.89,142421.83,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2021-22,92.88,1578917.6,1578917.6,as-filed,621957,684332.56,,216282.22,106434.34,279636.57,905581.55,205125.78,132195.17,3660.86,,,138736.86,193617.38,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2022-23,83.35,1711113.29,1711113.29,as-filed,631184.31,785417.37,,415998.95,103271.99,380541.88,956360.24,191257.36,146124.57,5034.81,,,213204.55,199131.76,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2023-24,96.47,1994302.91,1994302.91,as-filed,513137,829623.59,,212820.05,558431.92,217222.71,1234551.85,256793.12,145936.58,7850.84,,,158857.1,190313.42,
shasta-union-elementary,district,Shasta Union Elementary,Shasta,Elementary,4570128,0636570,2024-25,96.58,1796758.08,1796758.08,as-filed,307497,889040.88,,216651.98,683291.9,182143.47,1031019.1,249924.43,136085.38,6053.77,,,167290.71,206384.69,
shasta-union-high,district,Shasta Union High,Shasta,High School,4570136,0636600,2016-17,4137,52321221.27,52321221.27,as-filed,29873408.26,19089344.73,-216112,5889110.51,11068160.66,3260637.01,30820700.29,4692934.92,6387070.81,987886.69,,,3570557.75,5862070.81,
shasta-union-high,district,Shasta Union High,Shasta,High School,4570136,0636600,2017-18,4031.9,53655827.25,53655827.25,as-filed,29479646,20091612.22,-199908,5241371.1,13486728.32,3023705.21,32098529.99,4484975.93,6671134.88,1063561.94,,,3527625.73,5809998.78,
